LAM,Th_P90,Th_P90_corr,Th_P0,Th_P0_corr,Th_UnPol,Th_UnPol_corr,Lab_P90,Lab_P90_corr,Lab_P0,Lab_P0_corr,Lab_Unpol,Lab_Unpol_corr,,U-Arm
0.3701,0.5674,0.3079,0.0086,0.0047,0.288,0.1563,0.5137,0.2788,0.0063,0.0034,0.260,0.1411,,0.542733643986811
0.3702,0.5748,0.3120,0.0070,0.0038,0.2909,0.1579,0.5171,0.2806,0.0057,0.0031,0.2614,0.1419,,0.542733643986811
0.3702,0.5822,0.3160,0.0055,0.0030,0.2939,0.1595,0.5204,0.2824,0.0051,0.0028,0.2627,0.1426,,0.542733643986811
0.3703,0.5895,0.3199,0.0042,0.0023,0.2969,0.1611,0.527,0.2860,0.0039,0.0021,0.2655,0.1441,,0.542733643986811
0.3704,0.5967,0.3238,0.0031,0.0017,0.2999,0.1628,0.5337,0.2897,0.0029,0.0016,0.2683,0.1456,,0.542733643986811
0.3705,0.6039,0.3278,0.0022,0.0012,0.303,0.1644,0.5402,0.2932,0.0021,0.0011,0.2712,0.1472,,0.542733643986811
0.3706,0.611,0.3316,0.0014,0.0008,0.3062,0.1662,0.5467,0.2967,0.0014,0.0008,0.2741,0.1488,,0.542733643986811
0.3707,0.6181,0.3355,0.0008,0.0004,0.3094,0.1679,0.5532,0.3002,0.0009,0.0005,0.277,0.1503,,0.542733643986811
0.3708,0.6251,0.3393,0.0004,0.0002,0.3127,0.1697,0.5596,0.3037,0.0005,0.0003,0.280,0.1520,,0.542733643986811
0.3709,0.632,0.3430,0.0001,0.0001,0.3161,0.1716,0.5659,0.3071,0.0002,0.0001,0.2831,0.1536,,0.542733643986811
0.371,0.6389,0.3468,0.0000,0.0000,0.3195,0.1734,0.5722,0.3106,0.0001,0.0001,0.2862,0.1553,,0.542733643986811
0.3711,0.6457,0.3504,0.0001,0.0001,0.3229,0.1752,0.5784,0.3139,0.0002,0.0001,0.2893,0.1570,,0.542733643986811
0.3712,0.6525,0.3541,0.0003,0.0002,0.3264,0.1771,0.5846,0.3173,0.0004,0.0002,0.2925,0.1587,,0.542733643986811
0.3713,0.6592,0.3578,0.0007,0.0004,0.3299,0.1790,0.5907,0.3206,0.0008,0.0004,0.2957,0.1605,,0.542733643986811
0.3714,0.6658,0.3614,0.0013,0.0007,0.3335,0.1810,0.5967,0.3238,0.0013,0.0007,0.299,0.1623,,0.542733643986811
0.3715,0.6723,0.3649,0.0020,0.0011,0.3372,0.1830,0.6026,0.3271,0.0019,0.0010,0.3023,0.1641,,0.542733643986811
0.3716,0.6788,0.3684,0.0029,0.0016,0.3409,0.1850,0.6086,0.3303,0.0027,0.0015,0.3056,0.1659,,0.542733643986811
0.3717,0.6853,0.3719,0.0039,0.0021,0.3446,0.1870,0.6144,0.3335,0.0037,0.0020,0.309,0.1677,,0.542733643986811
0.3718,0.6916,0.3754,0.0052,0.0028,0.3484,0.1891,0.6202,0.3366,0.0048,0.0026,0.3125,0.1696,,0.542733643986811
0.3719,0.6979,0.3788,0.0066,0.0036,0.3522,0.1912,0.6259,0.3397,0.006,0.0033,0.316,0.1715,,0.542733643986811
0.372,0.7041,0.3821,0.0081,0.0044,0.3561,0.1933,0.6316,0.3428,0.0074,0.0040,0.3195,0.1734,,0.542733643986811
0.3721,0.7103,0.3855,0.0098,0.0053,0.3601,0.1954,0.6372,0.3458,0.009,0.0049,0.3231,0.1754,,0.542733643986811
0.3722,0.7164,0.3888,0.0117,0.0063,0.364,0.1976,0.6427,0.3488,0.0107,0.0058,0.3267,0.1773,,0.542733643986811
0.3723,0.7224,0.3921,0.0138,0.0075,0.3681,0.1998,0.6482,0.3518,0.0125,0.0068,0.3304,0.1793,,0.542733643986811
0.3724,0.7284,0.3953,0.0159,0.0086,0.3722,0.2020,0.6537,0.3548,0.0145,0.0079,0.3341,0.1813,,0.542733643986811
0.3725,0.7343,0.3985,0.0183,0.0099,0.3763,0.2042,0.659,0.3577,0.0166,0.0090,0.3378,0.1833,,0.542733643986811
0.3726,0.7401,0.4017,0.0208,0.0113,0.3804,0.2065,0.6643,0.3605,0.0188,0.0102,0.3416,0.1854,,0.542733643986811
0.3727,0.7458,0.4048,0.0235,0.0128,0.3847,0.2088,0.6696,0.3634,0.0212,0.0115,0.3454,0.1875,,0.542733643986811
0.3728,0.7515,0.4079,0.0263,0.0143,0.3889,0.2111,0.6747,0.3662,0.0238,0.0129,0.3493,0.1896,,0.542733643986811
0.3729,0.757,0.4108,0.0293,0.0159,0.3932,0.2134,0.6798,0.3690,0.0265,0.0144,0.3531,0.1916,,0.542733643986811
0.373,0.7625,0.4138,0.0324,0.0176,0.3975,0.2157,0.6848,0.3717,0.0293,0.0159,0.3571,0.1938,,0.542733643986811
0.3731,0.7679,0.4168,0.0357,0.0194,0.4018,0.2181,0.6898,0.3744,0.0322,0.0175,0.361,0.1959,,0.542733643986811
0.3732,0.7733,0.4197,0.0392,0.0213,0.4062,0.2205,0.6946,0.3770,0.0353,0.0192,0.365,0.1981,,0.542733643986811
0.3733,0.7785,0.4225,0.0428,0.0232,0.4106,0.2228,0.6994,0.3796,0.0385,0.0209,0.369,0.2003,,0.542733643986811
0.3734,0.7837,0.4253,0.0465,0.0252,0.4151,0.2253,0.7041,0.3821,0.0419,0.0227,0.373,0.2024,,0.542733643986811
0.3735,0.7887,0.4281,0.0504,0.0274,0.4196,0.2277,0.7088,0.3847,0.0454,0.0246,0.3771,0.2047,,0.542733643986811
0.3736,0.7937,0.4308,0.0544,0.0295,0.4241,0.2302,0.7133,0.3871,0.049,0.0266,0.3812,0.2069,,0.542733643986811
0.3737,0.7986,0.4334,0.0585,0.0317,0.4286,0.2326,0.7178,0.3896,0.0527,0.0286,0.3853,0.2091,,0.542733643986811
0.3738,0.8035,0.4361,0.0628,0.0341,0.4331,0.2351,0.7222,0.3920,0.0566,0.0307,0.3894,0.2113,,0.542733643986811
0.3739,0.8082,0.4386,0.0672,0.0365,0.4377,0.2376,0.7265,0.3943,0.0606,0.0329,0.3935,0.2136,,0.542733643986811
0.374,0.8128,0.4411,0.0718,0.0390,0.4423,0.2401,0.7308,0.3966,0.0647,0.0351,0.3977,0.2158,,0.542733643986811
0.3741,0.8174,0.4436,0.0765,0.0415,0.4469,0.2425,0.7349,0.3989,0.0689,0.0374,0.4019,0.2181,,0.542733643986811
0.3742,0.8219,0.4461,0.0813,0.0441,0.4516,0.2451,0.739,0.4011,0.0732,0.0397,0.4061,0.2204,,0.542733643986811
0.3743,0.8263,0.4485,0.0862,0.0468,0.4563,0.2476,0.743,0.4033,0.0776,0.0421,0.4103,0.2227,,0.542733643986811
0.3744,0.8306,0.4508,0.0913,0.0496,0.4609,0.2501,0.747,0.4054,0.0822,0.0446,0.4146,0.2250,,0.542733643986811
0.3745,0.8348,0.4531,0.0965,0.0524,0.4656,0.2527,0.7508,0.4075,0.0869,0.0472,0.4189,0.2274,,0.542733643986811
0.3746,0.839,0.4554,0.1018,0.0553,0.4704,0.2553,0.7546,0.4095,0.0917,0.0498,0.4231,0.2296,,0.542733643986811
0.3747,0.843,0.4575,0.1072,0.0582,0.4751,0.2579,0.7583,0.4116,0.0965,0.0524,0.4274,0.2320,,0.542733643986811
0.3748,0.847,0.4597,0.1127,0.0612,0.4799,0.2605,0.762,0.4136,0.1015,0.0551,0.4318,0.2344,,0.542733643986811
0.3749,0.8509,0.4618,0.1184,0.0643,0.4846,0.2630,0.7655,0.4155,0.1066,0.0579,0.4361,0.2367,,0.542733643986811
0.375,0.8547,0.4639,0.1242,0.0674,0.4894,0.2656,0.769,0.4174,0.1118,0.0607,0.4404,0.2390,,0.542733643986811
0.3751,0.8584,0.4659,0.13,0.0706,0.4942,0.2682,0.7724,0.4192,0.1171,0.0636,0.4448,0.2414,,0.542733643986811
0.3752,0.862,0.4678,0.136,0.0738,0.499,0.2708,0.7757,0.4210,0.1225,0.0665,0.4491,0.2437,,0.542733643986811
0.3753,0.8655,0.4697,0.1421,0.0771,0.5038,0.2734,0.779,0.4228,0.128,0.0695,0.4535,0.2461,,0.542733643986811
0.3754,0.869,0.4716,0.1483,0.0805,0.5086,0.2760,0.7821,0.4245,0.1336,0.0725,0.4579,0.2485,,0.542733643986811
0.3755,0.8723,0.4734,0.1546,0.0839,0.5135,0.2787,0.7852,0.4262,0.1392,0.0755,0.4622,0.2509,,0.542733643986811
0.3756,0.8756,0.4752,0.1609,0.0873,0.5183,0.2813,0.7882,0.4278,0.145,0.0787,0.4666,0.2532,,0.542733643986811
0.3757,0.8788,0.4770,0.1674,0.0909,0.5231,0.2839,0.7912,0.4294,0.1508,0.0818,0.471,0.2556,,0.542733643986811
0.3758,0.8819,0.4786,0.1739,0.0944,0.5279,0.2865,0.794,0.4309,0.1567,0.0850,0.4754,0.2580,,0.542733643986811
0.3759,0.8849,0.4803,0.1806,0.0980,0.5327,0.2891,0.7968,0.4325,0.1627,0.0883,0.4797,0.2603,,0.542733643986811
0.376,0.8878,0.4818,0.1873,0.1017,0.5375,0.2917,0.7995,0.4339,0.1687,0.0916,0.4841,0.2627,,0.542733643986811
0.3761,0.8907,0.4834,0.1941,0.1053,0.5424,0.2944,0.8021,0.4353,0.1749,0.0949,0.4885,0.2651,,0.542733643986811
0.3762,0.8934,0.4849,0.201,0.1091,0.5472,0.2970,0.8047,0.4367,0.1811,0.0983,0.4929,0.2675,,0.542733643986811
0.3763,0.8961,0.4863,0.2079,0.1128,0.552,0.2996,0.8072,0.4381,0.1874,0.1017,0.4973,0.2699,,0.542733643986811
0.3764,0.8987,0.4878,0.215,0.1167,0.5568,0.3022,0.8096,0.4394,0.1937,0.1051,0.5017,0.2723,,0.542733643986811
0.3765,0.9012,0.4891,0.2221,0.1205,0.5616,0.3048,0.8119,0.4406,0.2001,0.1086,0.506,0.2746,,0.542733643986811
0.3766,0.9036,0.4904,0.2292,0.1244,0.5664,0.3074,0.8142,0.4419,0.2066,0.1121,0.5104,0.2770,,0.542733643986811
0.3767,0.9059,0.4917,0.2364,0.1283,0.5712,0.3100,0.8164,0.4431,0.2131,0.1157,0.5148,0.2794,,0.542733643986811
0.3768,0.9082,0.4929,0.2437,0.1323,0.5759,0.3126,0.8185,0.4442,0.2197,0.1192,0.5191,0.2817,,0.542733643986811
0.3769,0.9104,0.4941,0.251,0.1362,0.5807,0.3152,0.8206,0.4454,0.2263,0.1228,0.5235,0.2841,,0.542733643986811
0.377,0.9125,0.4952,0.2584,0.1402,0.5854,0.3177,0.8226,0.4465,0.233,0.1265,0.5278,0.2865,,0.542733643986811
0.3771,0.9145,0.4963,0.2658,0.1443,0.5901,0.3203,0.8245,0.4475,0.2397,0.1301,0.5321,0.2888,,0.542733643986811
0.3772,0.9165,0.4974,0.2732,0.1483,0.5949,0.3229,0.8264,0.4485,0.2464,0.1337,0.5364,0.2911,,0.542733643986811
0.3773,0.9184,0.4984,0.2807,0.1523,0.5995,0.3254,0.8282,0.4495,0.2532,0.1374,0.5407,0.2935,,0.542733643986811
0.3774,0.9202,0.4994,0.2882,0.1564,0.6042,0.3279,0.8299,0.4504,0.26,0.1411,0.545,0.2958,,0.542733643986811
0.3775,0.9219,0.5003,0.2958,0.1605,0.6089,0.3305,0.8316,0.4513,0.2669,0.1449,0.5492,0.2981,,0.542733643986811
0.3776,0.9236,0.5013,0.3034,0.1647,0.6135,0.3330,0.8332,0.4522,0.2738,0.1486,0.5535,0.3004,,0.542733643986811
0.3777,0.9251,0.5021,0.3111,0.1688,0.6181,0.3355,0.8347,0.4530,0.2807,0.1523,0.5577,0.3027,,0.542733643986811
0.3778,0.9266,0.5029,0.3188,0.1730,0.6227,0.3380,0.8362,0.4538,0.2877,0.1561,0.5619,0.3050,,0.542733643986811
0.3779,0.9281,0.5037,0.3265,0.1772,0.6273,0.3405,0.8376,0.4546,0.2947,0.1599,0.5661,0.3072,,0.542733643986811
0.378,0.9294,0.5044,0.3342,0.1814,0.6318,0.3429,0.8389,0.4553,0.3017,0.1637,0.5703,0.3095,,0.542733643986811
0.3781,0.9307,0.5051,0.342,0.1856,0.6363,0.3453,0.8401,0.4560,0.3088,0.1676,0.5745,0.3118,,0.542733643986811
0.3782,0.9319,0.5058,0.3498,0.1898,0.6408,0.3478,0.8413,0.4566,0.3159,0.1714,0.5786,0.3140,,0.542733643986811
0.3783,0.933,0.5064,0.3577,0.1941,0.6453,0.3502,0.8424,0.4572,0.323,0.1753,0.5827,0.3163,,0.542733643986811
0.3784,0.934,0.5069,0.3655,0.1984,0.6498,0.3527,0.8435,0.4578,0.3301,0.1792,0.5868,0.3185,,0.542733643986811
0.3785,0.935,0.5075,0.3734,0.2027,0.6542,0.3551,0.8445,0.4583,0.3373,0.1831,0.5909,0.3207,,0.542733643986811
0.3786,0.9359,0.5079,0.3812,0.2069,0.6585,0.3574,0.8454,0.4588,0.3444,0.1869,0.5949,0.3229,,0.542733643986811
0.3787,0.9367,0.5084,0.3891,0.2112,0.6629,0.3598,0.8462,0.4593,0.3516,0.1908,0.5989,0.3250,,0.542733643986811
0.3788,0.9374,0.5088,0.397,0.2155,0.6672,0.3621,0.847,0.4597,0.3588,0.1947,0.6029,0.3272,,0.542733643986811
0.3789,0.9381,0.5091,0.4049,0.2198,0.6715,0.3644,0.8478,0.4601,0.3659,0.1986,0.6068,0.3293,,0.542733643986811
0.379,0.9387,0.5095,0.4128,0.2240,0.6757,0.3667,0.8484,0.4605,0.3731,0.2025,0.6108,0.3315,,0.542733643986811
0.3791,0.9392,0.5097,0.4207,0.2283,0.68,0.3691,0.849,0.4608,0.3803,0.2064,0.6146,0.3336,,0.542733643986811
0.3792,0.9397,0.5100,0.4285,0.2326,0.6841,0.3713,0.8496,0.4611,0.3874,0.2103,0.6185,0.3357,,0.542733643986811
0.3793,0.9401,0.5102,0.4364,0.2368,0.6883,0.3736,0.85,0.4613,0.3946,0.2142,0.6223,0.3377,,0.542733643986811
0.3794,0.9405,0.5104,0.4443,0.2411,0.6924,0.3758,0.8505,0.4616,0.4017,0.2180,0.6261,0.3398,,0.542733643986811
0.3795,0.9408,0.5106,0.4521,0.2454,0.6964,0.3780,0.8508,0.4618,0.4089,0.2219,0.6299,0.3419,,0.542733643986811
0.3796,0.941,0.5107,0.4599,0.2496,0.7005,0.3802,0.8511,0.4619,0.416,0.2258,0.6336,0.3439,,0.542733643986811
0.3797,0.9412,0.5108,0.4677,0.2538,0.7044,0.3823,0.8514,0.4621,0.4231,0.2296,0.6372,0.3458,,0.542733643986811
0.3798,0.9413,0.5109,0.4755,0.2581,0.7084,0.3845,0.8516,0.4622,0.4302,0.2335,0.6409,0.3478,,0.542733643986811
0.3799,0.9414,0.5109,0.4832,0.2622,0.7123,0.3866,0.8518,0.4623,0.4372,0.2373,0.6445,0.3498,,0.542733643986811
0.38,0.9414,0.5109,0.4909,0.2664,0.7162,0.3887,0.8519,0.4624,0.4442,0.2411,0.6481,0.3517,,0.542733643986811
0.3801,0.9414,0.5109,0.4986,0.2706,0.72,0.3908,0.852,0.4624,0.4512,0.2449,0.6516,0.3536,,0.542733643986811
0.3802,0.9414,0.5109,0.5062,0.2747,0.7238,0.3928,0.852,0.4624,0.4582,0.2487,0.6551,0.3555,,0.542733643986811
0.3803,0.9413,0.5109,0.5139,0.2789,0.7276,0.3949,0.852,0.4624,0.4651,0.2524,0.6585,0.3574,,0.542733643986811
0.3804,0.9411,0.5108,0.5214,0.2830,0.7313,0.3969,0.8519,0.4624,0.472,0.2562,0.662,0.3593,,0.542733643986811
0.3805,0.9409,0.5107,0.529,0.2871,0.7349,0.3989,0.8518,0.4623,0.4789,0.2599,0.6653,0.3611,,0.542733643986811
0.3806,0.9406,0.5105,0.5365,0.2912,0.7386,0.4009,0.8516,0.4622,0.4857,0.2636,0.6687,0.3629,,0.542733643986811
0.3807,0.9403,0.5103,0.5439,0.2952,0.7421,0.4028,0.8514,0.4621,0.4925,0.2673,0.672,0.3647,,0.542733643986811
0.3808,0.94,0.5102,0.5514,0.2993,0.7457,0.4047,0.8511,0.4619,0.4993,0.2710,0.6752,0.3665,,0.542733643986811
0.3809,0.9395,0.5099,0.5588,0.3033,0.7492,0.4066,0.8508,0.4618,0.506,0.2746,0.6784,0.3682,,0.542733643986811
0.381,0.939,0.5096,0.5661,0.3072,0.7526,0.4085,0.8504,0.4615,0.5127,0.2783,0.6816,0.3699,,0.542733643986811
0.3811,0.9385,0.5094,0.5735,0.3113,0.756,0.4103,0.85,0.4613,0.5194,0.2819,0.6847,0.3716,,0.542733643986811
0.3812,0.9379,0.5090,0.5807,0.3152,0.7593,0.4121,0.8495,0.4611,0.526,0.2855,0.6877,0.3732,,0.542733643986811
0.3813,0.9373,0.5087,0.588,0.3191,0.7626,0.4139,0.849,0.4608,0.5326,0.2891,0.6908,0.3749,,0.542733643986811
0.3814,0.9366,0.5083,0.5952,0.3230,0.7659,0.4157,0.8484,0.4605,0.5391,0.2926,0.6937,0.3765,,0.542733643986811
0.3815,0.9359,0.5079,0.6023,0.3269,0.7691,0.4174,0.8477,0.4601,0.5456,0.2961,0.6967,0.3781,,0.542733643986811
0.3816,0.9351,0.5075,0.6095,0.3308,0.7723,0.4192,0.8471,0.4597,0.5521,0.2996,0.6996,0.3797,,0.542733643986811
0.3817,0.9342,0.5070,0.6165,0.3346,0.7754,0.4208,0.8464,0.4594,0.5585,0.3031,0.7024,0.3812,,0.542733643986811
0.3818,0.9334,0.5066,0.6235,0.3384,0.7785,0.4225,0.8456,0.4589,0.5649,0.3066,0.7052,0.3827,,0.542733643986811
0.3819,0.9325,0.5061,0.6305,0.3422,0.7815,0.4241,0.8448,0.4585,0.5712,0.3100,0.708,0.3843,,0.542733643986811
0.382,0.9315,0.5056,0.6374,0.3459,0.7845,0.4258,0.844,0.4581,0.5774,0.3134,0.7107,0.3857,,0.542733643986811
0.3821,0.9305,0.5050,0.6442,0.3496,0.7874,0.4273,0.8431,0.4576,0.5837,0.3168,0.7134,0.3872,,0.542733643986811
0.3822,0.9295,0.5045,0.651,0.3533,0.7903,0.4289,0.8422,0.4571,0.5898,0.3201,0.716,0.3886,,0.542733643986811
0.3823,0.9285,0.5039,0.6577,0.3570,0.7931,0.4304,0.8413,0.4566,0.5959,0.3234,0.7186,0.3900,,0.542733643986811
0.3824,0.9274,0.5033,0.6643,0.3605,0.7959,0.4320,0.8404,0.4561,0.6019,0.3267,0.7211,0.3914,,0.542733643986811
0.3825,0.9263,0.5027,0.6708,0.3641,0.7986,0.4334,0.8394,0.4556,0.6078,0.3299,0.7236,0.3927,,0.542733643986811
0.3826,0.9252,0.5021,0.6773,0.3676,0.8013,0.4349,0.8384,0.4550,0.6137,0.3331,0.7261,0.3941,,0.542733643986811
0.3827,0.9241,0.5015,0.6837,0.3711,0.8039,0.4363,0.8374,0.4545,0.6195,0.3362,0.7285,0.3954,,0.542733643986811
0.3828,0.9229,0.5009,0.690,0.3745,0.8065,0.4377,0.8364,0.4539,0.6253,0.3394,0.7308,0.3966,,0.542733643986811
0.3829,0.9217,0.5002,0.6963,0.3779,0.809,0.4391,0.8353,0.4533,0.631,0.3425,0.7331,0.3979,,0.542733643986811
0.383,0.9205,0.4996,0.7025,0.3813,0.8115,0.4404,0.8342,0.4527,0.6366,0.3455,0.7354,0.3991,,0.542733643986811
0.3831,0.9193,0.4989,0.7086,0.3846,0.8139,0.4417,0.8331,0.4522,0.6422,0.3485,0.7377,0.4004,,0.542733643986811
0.3832,0.918,0.4982,0.7146,0.3878,0.8163,0.4430,0.832,0.4516,0.6477,0.3515,0.7398,0.4015,,0.542733643986811
0.3833,0.9167,0.4975,0.7206,0.3911,0.8187,0.4443,0.8309,0.4510,0.6531,0.3545,0.742,0.4027,,0.542733643986811
0.3834,0.9154,0.4968,0.7265,0.3943,0.821,0.4456,0.8298,0.4504,0.6585,0.3574,0.7441,0.4038,,0.542733643986811
0.3835,0.9141,0.4961,0.7323,0.3974,0.8232,0.4468,0.8286,0.4497,0.6638,0.3603,0.7462,0.4050,,0.542733643986811
0.3836,0.9128,0.4954,0.7381,0.4006,0.8254,0.4480,0.8274,0.4491,0.669,0.3631,0.7482,0.4061,,0.542733643986811
0.3837,0.9114,0.4946,0.7438,0.4037,0.8276,0.4492,0.8262,0.4484,0.6742,0.3659,0.7502,0.4072,,0.542733643986811
0.3838,0.91,0.4939,0.7494,0.4067,0.8297,0.4503,0.825,0.4478,0.6793,0.3687,0.7522,0.4082,,0.542733643986811
0.3839,0.9086,0.4931,0.7549,0.4097,0.8318,0.4514,0.8237,0.4470,0.6844,0.3714,0.7541,0.4093,,0.542733643986811
0.384,0.9071,0.4923,0.7604,0.4127,0.8338,0.4525,0.8225,0.4464,0.6894,0.3742,0.7559,0.4103,,0.542733643986811
0.3841,0.9057,0.4916,0.7658,0.4156,0.8358,0.4536,0.8212,0.4457,0.6944,0.3769,0.7578,0.4113,,0.542733643986811
0.3842,0.9042,0.4907,0.7712,0.4186,0.8377,0.4546,0.8199,0.4450,0.6992,0.3795,0.7596,0.4123,,0.542733643986811
0.3843,0.9027,0.4899,0.7764,0.4214,0.8395,0.4556,0.8186,0.4443,0.7041,0.3821,0.7613,0.4132,,0.542733643986811
0.3844,0.9011,0.4891,0.7816,0.4242,0.8414,0.4567,0.8172,0.4435,0.7088,0.3847,0.763,0.4141,,0.542733643986811
0.3845,0.8996,0.4882,0.7867,0.4270,0.8431,0.4576,0.8159,0.4428,0.7135,0.3872,0.7647,0.4150,,0.542733643986811
0.3846,0.898,0.4874,0.7918,0.4297,0.8449,0.4586,0.8145,0.4421,0.7181,0.3897,0.7663,0.4159,,0.542733643986811
0.3847,0.8964,0.4865,0.7967,0.4324,0.8466,0.4595,0.8131,0.4413,0.7226,0.3922,0.7679,0.4168,,0.542733643986811
0.3848,0.8948,0.4856,0.8016,0.4351,0.8482,0.4603,0.8118,0.4406,0.7271,0.3946,0.7694,0.4176,,0.542733643986811
